datetime,temp_c,wind_speed_knots,wave_height_m,visibility_km,incidents,hour,day,month,hour_sin,hour_cos,month_sin,month_cos,temp_c_lag_1,temp_c_lag_2,temp_c_lag_24,wind_speed_knots_lag_1,wind_speed_knots_lag_2,wind_speed_knots_lag_24,wave_height_m_lag_1,wave_height_m_lag_2,wave_height_m_lag_24,visibility_km_lag_1,visibility_km_lag_2,visibility_km_lag_24,incidents_lag_1,incidents_lag_2,incidents_lag_24,wave_height_m_rolling_6h,wave_height_m_rolling_12h,wind_speed_knots_rolling_6h,wind_speed_knots_rolling_12h
2023-01-02 00:00:00,4.800838890206176,7.127413333333333,1.1222222222222222,18.151467514963525,0,0,2,1,0.0,1.0,0.49999999999999994,0.8660254037844387,5.377906391462392,5.3026653868437865,6.474322746583051,4.5356266666666665,6.641453333333334,7.386592,1.183888888888889,1.235,0.9177777777777778,19.304770169470743,18.21430374381383,17.861755796241933,0.0,0.0,0.0,1.276111111111111,1.4301851851851852,7.618772888888889,10.974596666666669
2023-01-02 01:00:00,4.817934542274927,9.427624,1.106111111111111,19.03668016879295,0,1,2,1,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,4.800838890206176,5.377906391462392,4.910832833548496,7.127413333333333,4.5356266666666665,8.455703999999999,1.1222222222222222,1.183888888888889,1.0616666666666663,18.151467514963525,19.304770169470743,18.1084258950004,0.0,0.0,0.0,1.208611111111111,1.3866203703703703,7.53238,10.512934666666668
2023-01-02 02:00:00,6.359208970370762,8.002141333333332,1.116111111111111,18.387391609008755,0,2,2,1,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,4.817934542274927,4.800838890206176,5.708862530439473,9.427624,7.127413333333333,11.047490666666668,1.106111111111111,1.1222222222222222,1.3177777777777775,19.03668016879295,18.151467514963525,17.600952631350975,0.0,0.0,0.0,1.1674074074074074,1.3418518518518516,7.505382222222223,9.948681111111112
2023-01-02 03:00:00,5.4163888251472985,7.872551999999999,1.0822222222222222,19.65986615031717,0,3,2,1,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,6.359208970370762,4.817934542274927,4.490587047423712,8.002141333333332,9.427624,11.209477333333334,1.116111111111111,1.106111111111111,1.6,18.387391609008755,19.03668016879295,17.19948119967749,0.0,0.0,0.0,1.1409259259259261,1.2962037037037037,7.267801777777777,9.311533555555554
2023-01-02 04:00:00,2.7922051768518528,6.609056,1.01,18.454359194342864,0,4,2,1,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,5.4163888251472985,6.359208970370762,6.194345808542569,7.872551999999999,8.002141333333332,10.723517333333334,1.0822222222222222,1.116111111111111,1.556111111111111,19.65986615031717,18.387391609008755,17.481113584940733,0.0,0.0,1.0,1.103425925925926,1.2491666666666665,7.262402222222222,8.717582444444444
2023-01-02 05:00:00,5.516423210494474,6.738645333333333,0.9405555555555556,18.282353981349456,0,5,2,1,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,2.7922051768518528,5.4163888251472985,3.908164277009536,6.609056,7.872551999999999,6.9978240000000005,1.01,1.0822222222222222,1.7000000000000002,18.454359194342864,19.65986615031717,18.180040644484222,0.0,0.0,0.0,1.0628703703703704,1.2039814814814815,7.629572,8.183026444444444
2023-01-02 06:00:00,4.833557148156063,5.539943999999999,0.9311111111111112,18.39137190177292,0,6,2,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,5.516423210494474,2.7922051768518528,2.8698326392335183,6.738645333333333,6.609056,9.622008,0.9405555555555556,1.01,1.7777777777777777,18.282353981349456,18.454359194342864,17.60782101584463,0.0,0.0,0.0,1.0310185185185186,1.1535648148148148,7.364993777777777,7.491883333333334
2023-01-02 07:00:00,5.430669440375728,5.021586666666667,0.9266666666666666,18.485533107623187,0,7,2,1,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,4.833557148156063,5.516423210494474,5.611530309821809,5.539943999999999,6.738645333333333,10.140365333333332,0.9311111111111112,0.9405555555555556,1.735,18.39137190177292,18.282353981349456,18.063525225780644,0.0,0.0,0.0,1.001111111111111,1.104861111111111,6.630654222222222,7.081517111111111
2023-01-02 08:00:00,6.275170090269384,4.827202666666667,0.8266666666666667,17.55740914755707,0,8,2,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,5.430669440375728,4.833557148156063,5.2095773572420345,5.021586666666667,5.539943999999999,12.084205333333337,0.9266666666666666,0.9311111111111112,1.7438888888888888,18.485533107623187,18.39137190177292,17.41604362744397,0.0,0.0,0.0,0.9528703703703704,1.060138888888889,6.1014977777777775,6.803439999999999
2023-01-02 09:00:00,3.616043158129704,3.822885333333333,0.8594444444444443,19.125100603488917,0,9,2,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,6.275170090269384,5.430669440375728,4.958455487707719,4.827202666666667,5.021586666666667,13.509688,0.8266666666666667,0.9266666666666666,1.8316666666666668,17.55740914755707,18.485533107623187,17.099079557160746,0.0,0.0,0.0,0.9157407407407407,1.0283333333333333,5.426553333333334,6.347177555555555
