datetime,temp_c,wind_speed_knots,wave_height_m,visibility_km,incidents
2023-01-01 00:00:00,6.474322746583051,7.386592,0.9177777777777778,17.861755796241933,0
2023-01-01 01:00:00,4.910832833548496,8.455703999999999,1.0616666666666665,18.108425895000398,0
2023-01-01 02:00:00,5.708862530439473,11.047490666666667,1.3177777777777777,17.600952631350975,0
2023-01-01 03:00:00,4.490587047423712,11.209477333333334,1.5999999999999999,17.19948119967749,0
2023-01-01 04:00:00,6.194345808542569,10.723517333333334,1.556111111111111,17.481113584940733,1
2023-01-01 05:00:00,3.9081642770095364,6.9978240000000005,1.7000000000000002,18.180040644484226,0
2023-01-01 06:00:00,2.8698326392335183,9.622008,1.7777777777777777,17.60782101584463,0
2023-01-01 07:00:00,5.611530309821809,10.140365333333333,1.735,18.063525225780644,0
2023-01-01 08:00:00,5.2095773572420345,12.084205333333335,1.7438888888888888,17.41604362744397,0
2023-01-01 09:00:00,4.958455487707719,13.509687999999999,1.8316666666666668,17.099079557160746,0
2023-01-01 10:00:00,5.975377347013771,13.963250666666667,1.761111111111111,16.710372307604896,1
2023-01-01 11:00:00,5.651674757764034,14.190032,1.7744444444444445,17.405430656269118,0
2023-01-01 12:00:00,6.510764512788896,13.250509333333333,1.8127777777777778,17.70198997016826,0
2023-01-01 13:00:00,5.098609246930305,14.967568,1.6288888888888888,16.026429122721748,0
2023-01-01 14:00:00,4.8530644015060345,14.773184,1.6533333333333333,17.40476849863713,0
2023-01-01 15:00:00,6.29709602235123,15.518322666666668,1.63,17.919911490462738,0
2023-01-01 16:00:00,3.645749509629949,13.736469333333332,1.5744444444444445,17.763678489359744,0
2023-01-01 17:00:00,4.908642958171424,13.153317333333334,1.4827777777777778,17.412244943813114,0
2023-01-01 18:00:00,5.889435772427061,13.833661333333334,1.5361111111111112,17.187170997785188,0
2023-01-01 19:00:00,3.4063139736257657,9.945981333333334,1.511111111111111,18.319335487881354,0
2023-01-01 20:00:00,3.954644474884821,8.164128,1.3633333333333333,17.756148636020722,0
2023-01-01 21:00:00,2.5863438930944884,9.298034666666666,1.241111111111111,18.543782674734203,0
